id,company_id,room_id,device_id,status,created_at,updated_at
fa925fbf-2efd-454c-b8e7-acf7c5bdd26b,8793806d-18a2-4f9f-a9f3-9d2e2a05b4d5,6,5,true,2024-03-24 00:00:00,2025-06-05 22:12:32.42104
eeff7b04-f011-4b0e-83d3-e6dc724d61bc,8793806d-18a2-4f9f-a9f3-9d2e2a05b4d5,6,1,true,2025-04-14 00:00:00,2025-06-05 22:12:32.42104
4e0ea967-048f-4da7-8160-7bc1d640f610,8793806d-18a2-4f9f-a9f3-9d2e2a05b4d5,7,3,true,2024-07-12 00:00:00,2025-06-05 22:12:32.42104
5cb804d1-5a16-493f-8e47-43512401ee3e,8793806d-18a2-4f9f-a9f3-9d2e2a05b4d5,7,2,true,2024-06-28 00:00:00,2025-06-05 22:12:32.42104
5afbba33-043b-4915-bc79-5f4ec763fff6,8793806d-18a2-4f9f-a9f3-9d2e2a05b4d5,7,1,false,2025-04-18 00:00:00,2025-06-05 22:12:32.42104
3e8a5faa-61ec-4ba2-bbdc-4672eda4a6e3,8793806d-18a2-4f9f-a9f3-9d2e2a05b4d5,7,8,true,2024-12-20 00:00:00,2025-06-05 22:12:32.42104
81ef2b89-5bae-42ea-9b4b-32d2c3f97f7d,8793806d-18a2-4f9f-a9f3-9d2e2a05b4d5,7,2,true,2025-03-09 00:00:00,2025-06-05 22:12:32.42104
6192dcfa-e1e1-41d2-8390-16289f6358f4,8793806d-18a2-4f9f-a9f3-9d2e2a05b4d5,8,2,false,2024-08-11 00:00:00,2025-06-05 22:12:32.42104
474f3956-dc38-457d-ac35-fd7a12ffa8e1,8793806d-18a2-4f9f-a9f3-9d2e2a05b4d5,8,5,true,2024-09-20 00:00:00,2025-06-05 22:12:32.42104
299b0716-b9ee-4787-9d66-d78f594d93ef,8793806d-18a2-4f9f-a9f3-9d2e2a05b4d5,8,5,true,2024-06-16 00:00:00,2025-06-05 22:12:32.42104
17099080-d417-4be0-bd2e-a2b94029837f,8793806d-18a2-4f9f-a9f3-9d2e2a05b4d5,8,1,true,2024-10-14 00:00:00,2025-06-05 22:12:32.42104
3a00b020-453a-4269-9f3d-314d5928fc5c,8793806d-18a2-4f9f-a9f3-9d2e2a05b4d5,8,1,true,2024-02-18 00:00:00,2025-06-05 22:12:32.42104
b7a0204d-734a-489e-8ee4-4332d2dead91,8793806d-18a2-4f9f-a9f3-9d2e2a05b4d5,9,2,true,2024-11-27 00:00:00,2025-06-05 22:12:32.42104
2d6a7330-2b30-4124-be4b-297386154245,8793806d-18a2-4f9f-a9f3-9d2e2a05b4d5,9,7,true,2024-01-13 00:00:00,2025-06-05 22:12:32.42104
e1b0103f-53a4-4d8d-9596-e6eb39e9a551,8793806d-18a2-4f9f-a9f3-9d2e2a05b4d5,9,2,true,2024-09-06 00:00:00,2025-06-05 22:12:32.42104
94a5b303-ab57-42b4-9a9d-6d4b894c4293,8267d73b-4f33-4b22-96dd-3193c5dc6262,10,2,false,2025-03-09 00:00:00,2025-06-05 22:12:32.42104
9cf5e8a3-c45f-48aa-835c-a577e7110665,8267d73b-4f33-4b22-96dd-3193c5dc6262,10,6,true,2025-04-22 00:00:00,2025-06-05 22:12:32.42104
7f5bca59-8577-4dc0-b670-70a33c630474,8267d73b-4f33-4b22-96dd-3193c5dc6262,10,5,true,2024-11-21 00:00:00,2025-06-05 22:12:32.42104
481f0f04-a6f2-44cc-b4db-35dae05d04e6,8267d73b-4f33-4b22-96dd-3193c5dc6262,10,5,false,2024-01-07 00:00:00,2025-06-05 22:12:32.42104
ac9ccaa3-8aa7-41c4-9f83-dd2a0a6f9a50,8267d73b-4f33-4b22-96dd-3193c5dc6262,10,3,false,2024-05-23 00:00:00,2025-06-05 22:12:32.42104
71ebb0cb-ee19-46d5-8698-8fbf70dfa9a2,8267d73b-4f33-4b22-96dd-3193c5dc6262,10,3,true,2024-08-08 00:00:00,2025-06-05 22:12:32.42104
4c83670b-4843-4ca0-a5bb-a24d64feedb6,8267d73b-4f33-4b22-96dd-3193c5dc6262,11,7,true,2025-05-07 00:00:00,2025-06-05 22:12:32.42104
0cbf70f9-17a6-46a3-9f1a-7c225ed90841,8267d73b-4f33-4b22-96dd-3193c5dc6262,11,5,true,2024-03-06 00:00:00,2025-06-05 22:12:32.42104
3ddd7a11-dc8e-496f-85d4-6c3d1b46a9da,8267d73b-4f33-4b22-96dd-3193c5dc6262,11,1,true,2024-04-01 00:00:00,2025-06-05 22:12:32.42104
829bc14f-df0a-425f-b2c7-84b18752a12f,8267d73b-4f33-4b22-96dd-3193c5dc6262,11,4,false,2025-01-14 00:00:00,2025-06-05 22:12:32.42104
6b883744-3c28-4f47-abe0-267e78f77604,8267d73b-4f33-4b22-96dd-3193c5dc6262,12,7,false,2024-07-08 00:00:00,2025-06-05 22:12:32.42104
0921dfd1-dd08-4655-9ea6-d1d0649fee83,8267d73b-4f33-4b22-96dd-3193c5dc6262,12,6,true,2025-04-28 00:00:00,2025-06-05 22:12:32.42104
0bab12be-9f00-4c84-a96f-019737775e8c,8267d73b-4f33-4b22-96dd-3193c5dc6262,12,1,false,2024-10-01 00:00:00,2025-06-05 22:12:32.42104
54cead95-97a8-4ad8-83fd-bc46b0b1f133,8267d73b-4f33-4b22-96dd-3193c5dc6262,12,5,true,2024-03-13 00:00:00,2025-06-05 22:12:32.42104
fce0d3dd-13c4-4c0e-a709-39b95d322635,8267d73b-4f33-4b22-96dd-3193c5dc6262,13,7,true,2024-05-20 00:00:00,2025-06-05 22:12:32.42104
69158eba-698f-43ba-9088-b4aa74dd0158,8267d73b-4f33-4b22-96dd-3193c5dc6262,13,2,false,2025-05-06 00:00:00,2025-06-05 22:12:32.42104
807a9696-7ca9-4d09-a1e0-ecd058c39e26,8267d73b-4f33-4b22-96dd-3193c5dc6262,13,3,false,2025-04-08 00:00:00,2025-06-05 22:12:32.42104
5f9f3306-8617-4eaa-96a2-95a8ea638ed4,8267d73b-4f33-4b22-96dd-3193c5dc6262,14,6,false,2024-04-11 00:00:00,2025-06-05 22:12:32.42104
1433e9d6-0ff8-4425-a4a8-1829f52eed66,8267d73b-4f33-4b22-96dd-3193c5dc6262,14,2,false,2024-12-05 00:00:00,2025-06-05 22:12:32.42104
08b13cc8-8b93-45e9-9323-d1337321bb09,8267d73b-4f33-4b22-96dd-3193c5dc6262,15,5,false,2025-04-18 00:00:00,2025-06-05 22:12:32.42104
2fcae2bb-7c84-4c29-8a0f-b2f606f44a18,8267d73b-4f33-4b22-96dd-3193c5dc6262,15,6,true,2024-12-14 00:00:00,2025-06-05 22:12:32.42104
0389582d-f3ae-4494-9925-c27fb7be237e,8267d73b-4f33-4b22-96dd-3193c5dc6262,15,4,true,2024-11-17 00:00:00,2025-06-05 22:12:32.42104
97a2e073-6253-459f-a309-3a25f3e63f42,8267d73b-4f33-4b22-96dd-3193c5dc6262,15,1,false,2024-11-03 00:00:00,2025-06-05 22:12:32.42104
6bb0f31d-f365-4cb3-b3b2-b56150c6c502,8267d73b-4f33-4b22-96dd-3193c5dc6262,16,8,true,2024-01-29 00:00:00,2025-06-05 22:12:32.42104
791b9738-7357-4a99-b998-f5a255b80ebb,8267d73b-4f33-4b22-96dd-3193c5dc6262,16,6,true,2024-01-21 00:00:00,2025-06-05 22:12:32.42104
95c7e05e-8bcb-4ae4-b691-cdb36b5b6024,8267d73b-4f33-4b22-96dd-3193c5dc6262,16,4,false,2024-11-12 00:00:00,2025-06-05 22:12:32.42104
accb4b57-23fb-4c7c-9352-e6e769950824,8267d73b-4f33-4b22-96dd-3193c5dc6262,16,6,false,2024-04-28 00:00:00,2025-06-05 22:12:32.42104
be81ed28-7616-412e-b1b2-c03ada9b8549,8267d73b-4f33-4b22-96dd-3193c5dc6262,17,6,true,2025-03-13 00:00:00,2025-06-05 22:12:32.42104
14d031b7-c59a-454b-8998-94bea472981c,8267d73b-4f33-4b22-96dd-3193c5dc6262,17,3,false,2025-04-05 00:00:00,2025-06-05 22:12:32.42104
7e2cf2ac-8161-4beb-bb7e-29f329aaccfc,8267d73b-4f33-4b22-96dd-3193c5dc6262,17,7,false,2024-01-01 00:00:00,2025-06-05 22:12:32.42104
6a311c21-9349-4f8c-96e6-4d75377a20d4,31c07eda-d07b-4212-81ba-ae95e206611f,18,6,true,2024-09-27 00:00:00,2025-06-05 22:12:32.42104
e1f0cbb2-a721-42af-964d-09ddd628db78,31c07eda-d07b-4212-81ba-ae95e206611f,18,5,false,2024-04-16 00:00:00,2025-06-05 22:12:32.42104
629476ba-1028-4173-a472-5a78fb0ec1b3,31c07eda-d07b-4212-81ba-ae95e206611f,18,1,true,2025-02-28 00:00:00,2025-06-05 22:12:32.42104
05a55ef3-723c-44f0-bae0-c98874ea11b3,b48d0d3d-145e-4a1f-aabd-a057115175d7,19,3,false,2024-07-02 00:00:00,2025-06-05 22:12:32.42104
255abd72-8d4c-4bb6-8816-1ae04d29106e,b48d0d3d-145e-4a1f-aabd-a057115175d7,19,4,false,2024-12-05 00:00:00,2025-06-05 22:12:32.42104
0225ef13-9fec-464e-b46b-bed92a58d7e8,b48d0d3d-145e-4a1f-aabd-a057115175d7,19,4,true,2024-06-05 00:00:00,2025-06-05 22:12:32.42104
35af376a-6705-41d4-abbe-82f7883e0798,b48d0d3d-145e-4a1f-aabd-a057115175d7,19,4,false,2024-08-07 00:00:00,2025-06-05 22:12:32.42104
77dca3d3-e59e-4068-9f15-1cc80cb7bd94,b48d0d3d-145e-4a1f-aabd-a057115175d7,19,4,false,2025-05-05 00:00:00,2025-06-05 22:12:32.42104
238ccca5-6596-4f62-9f01-ab7cc8c96b5d,b48d0d3d-145e-4a1f-aabd-a057115175d7,19,2,true,2024-09-18 00:00:00,2025-06-05 22:12:32.42104
8fe3a490-047b-4a85-9c24-59ed1c28ae9c,b48d0d3d-145e-4a1f-aabd-a057115175d7,20,4,true,2025-04-05 00:00:00,2025-06-05 22:12:32.42104
d43ce65f-eacc-4115-9d85-da5b930e0b3c,b48d0d3d-145e-4a1f-aabd-a057115175d7,20,5,false,2024-10-27 00:00:00,2025-06-05 22:12:32.42104
7ffc6e3f-9368-446b-bd22-fe8aa717485a,b48d0d3d-145e-4a1f-aabd-a057115175d7,20,6,true,2024-05-22 00:00:00,2025-06-05 22:12:32.42104
03f16646-dece-428e-8d6c-eb2c7a8f9f99,b48d0d3d-145e-4a1f-aabd-a057115175d7,20,5,false,2025-03-14 00:00:00,2025-06-05 22:12:32.42104
7e617297-31a1-4a41-b5de-72af5aa2fa07,fb56bf82-00d8-40f0-a10a-2037546c806f,21,2,true,2024-03-03 00:00:00,2025-06-05 22:12:32.42104
283bfea5-ee85-41cf-b2d2-c8870dcda056,fb56bf82-00d8-40f0-a10a-2037546c806f,21,7,true,2024-06-04 00:00:00,2025-06-05 22:12:32.42104
2f38cc57-d1f2-4f4d-b669-ab80874301bd,fb56bf82-00d8-40f0-a10a-2037546c806f,21,3,false,2024-07-20 00:00:00,2025-06-05 22:12:32.42104
b0fbc7f4-dd57-4516-b143-0829edb2e0b3,fb56bf82-00d8-40f0-a10a-2037546c806f,21,1,true,2024-05-15 00:00:00,2025-06-05 22:12:32.42104
ed2b2b13-3df6-46df-8b9f-ee0691865ef0,fb56bf82-00d8-40f0-a10a-2037546c806f,22,1,false,2024-01-05 00:00:00,2025-06-05 22:12:32.42104
1ea93231-5371-472f-8ea7-153df46abf42,fb56bf82-00d8-40f0-a10a-2037546c806f,22,1,true,2024-10-11 00:00:00,2025-06-05 22:12:32.42104
99cf6250-a658-4f28-8d54-3905affb1cf2,fb56bf82-00d8-40f0-a10a-2037546c806f,22,7,true,2024-11-24 00:00:00,2025-06-05 22:12:32.42104
2db1ea4b-d7ba-4433-b578-26a37a8e3b24,fb56bf82-00d8-40f0-a10a-2037546c806f,23,2,true,2025-04-21 00:00:00,2025-06-05 22:12:32.42104
6f810b25-2a78-4b97-a56c-b5c4d6cb149c,fb56bf82-00d8-40f0-a10a-2037546c806f,23,4,true,2025-01-25 00:00:00,2025-06-05 22:12:32.42104
c08d1a57-0b95-40e1-a653-06cc4c54f5ae,fb56bf82-00d8-40f0-a10a-2037546c806f,23,5,false,2024-01-27 00:00:00,2025-06-05 22:12:32.42104
ee2c73c3-9c5a-48f3-b439-77dd5ff61932,fb56bf82-00d8-40f0-a10a-2037546c806f,23,5,false,2024-12-30 00:00:00,2025-06-05 22:12:32.42104
abe7719d-3d97-489d-bb41-2f319eef3133,fb56bf82-00d8-40f0-a10a-2037546c806f,23,7,false,2025-04-13 00:00:00,2025-06-05 22:12:32.42104
3b49c818-acd3-41db-a7c9-677976841dbb,fb56bf82-00d8-40f0-a10a-2037546c806f,23,3,false,2024-05-27 00:00:00,2025-06-05 22:12:32.42104
748218be-f080-40d3-bf1e-1d5603aed05c,fb56bf82-00d8-40f0-a10a-2037546c806f,24,6,false,2024-03-29 00:00:00,2025-06-05 22:12:32.42104
9e2c91d2-6914-4a74-b403-690c4d83e7c1,fb56bf82-00d8-40f0-a10a-2037546c806f,24,5,true,2024-05-02 00:00:00,2025-06-05 22:12:32.42104
5edc93a0-f3ab-4c83-89de-5489dba9bfc9,fb56bf82-00d8-40f0-a10a-2037546c806f,24,3,false,2024-07-19 00:00:00,2025-06-05 22:12:32.42104
8b3edbf8-473d-4a2c-8725-33ab165eb3e5,fb56bf82-00d8-40f0-a10a-2037546c806f,24,5,true,2024-01-07 00:00:00,2025-06-05 22:12:32.42104
959503e5-c580-4d0c-8fb7-787bd93d3ebc,fb56bf82-00d8-40f0-a10a-2037546c806f,25,6,false,2024-08-30 00:00:00,2025-06-05 22:12:32.42104
e3db69e4-8c84-4b76-ba9e-fcd68305ab3d,fb56bf82-00d8-40f0-a10a-2037546c806f,25,8,true,2025-04-27 00:00:00,2025-06-05 22:12:32.42104
0d48c653-c82b-4229-827a-12f56267c256,fb56bf82-00d8-40f0-a10a-2037546c806f,25,3,false,2025-02-19 00:00:00,2025-06-05 22:12:32.42104
7ee165d5-e5f3-4b5d-8e38-bd9235664c76,fb56bf82-00d8-40f0-a10a-2037546c806f,25,1,false,2024-01-20 00:00:00,2025-06-05 22:12:32.42104
b20283fc-89e0-4059-8762-bbfe7b541332,fb56bf82-00d8-40f0-a10a-2037546c806f,25,7,false,2024-10-06 00:00:00,2025-06-05 22:12:32.42104
85e38e6e-784f-40fa-beb5-24306063e35c,fb56bf82-00d8-40f0-a10a-2037546c806f,26,8,false,2025-02-03 00:00:00,2025-06-05 22:12:32.42104
3461072f-81e0-441e-a3f5-a01780c88d11,fb56bf82-00d8-40f0-a10a-2037546c806f,26,5,true,2024-06-24 00:00:00,2025-06-05 22:12:32.42104
7cea8ded-d256-425a-a0d4-275ffc0b29aa,fb56bf82-00d8-40f0-a10a-2037546c806f,27,4,false,2024-12-07 00:00:00,2025-06-05 22:12:32.42104
3a6dbeb2-165b-4178-800b-f7d6727e97cb,fb56bf82-00d8-40f0-a10a-2037546c806f,27,2,true,2024-08-09 00:00:00,2025-06-05 22:12:32.42104
17f57063-a1f6-49cb-b43e-b0e64b1e2ea3,fb56bf82-00d8-40f0-a10a-2037546c806f,27,6,true,2024-01-08 00:00:00,2025-06-05 22:12:32.42104
068af5b5-5b5e-48d9-9d9d-c0c0ee17209f,fb56bf82-00d8-40f0-a10a-2037546c806f,27,8,false,2024-04-15 00:00:00,2025-06-05 22:12:32.42104
8040b4be-1f3f-48c6-801b-e59078d73e1b,fb56bf82-00d8-40f0-a10a-2037546c806f,27,2,false,2024-10-09 00:00:00,2025-06-05 22:12:32.42104
929c1925-bcd9-43e6-be62-147d284481b4,fb56bf82-00d8-40f0-a10a-2037546c806f,28,6,true,2025-05-09 00:00:00,2025-06-05 22:12:32.42104
18e77a99-8d15-437b-98f8-d9276fbfafae,fb56bf82-00d8-40f0-a10a-2037546c806f,28,5,true,2024-04-24 00:00:00,2025-06-05 22:12:32.42104
77063e7f-2fec-4f5c-8be8-78237520962b,fb56bf82-00d8-40f0-a10a-2037546c806f,28,4,false,2025-04-02 00:00:00,2025-06-05 22:12:32.42104
5d6ef586-ade7-4dc2-83eb-5bd4a5fe9eaa,fb56bf82-00d8-40f0-a10a-2037546c806f,28,1,false,2024-06-02 00:00:00,2025-06-05 22:12:32.42104
4c063177-ab8c-4b59-9f66-cce65696abca,99f9a6b3-8b92-477a-9f71-e349a1966b2f,29,3,true,2025-02-02 00:00:00,2025-06-05 22:12:32.42104
5b582f21-a0e5-4272-89d0-a90385830433,99f9a6b3-8b92-477a-9f71-e349a1966b2f,29,4,true,2025-01-26 00:00:00,2025-06-05 22:12:32.42104
54be497d-5fa1-4343-835e-096c265ff824,99f9a6b3-8b92-477a-9f71-e349a1966b2f,29,5,false,2024-02-11 00:00:00,2025-06-05 22:12:32.42104
d5d8cb2b-d839-48cf-9b08-c79a262fb2a3,99f9a6b3-8b92-477a-9f71-e349a1966b2f,29,2,false,2024-12-25 00:00:00,2025-06-05 22:12:32.42104
2c5baa46-ec43-4e28-ba1c-6b939be0a4a2,99f9a6b3-8b92-477a-9f71-e349a1966b2f,29,3,false,2024-04-15 00:00:00,2025-06-05 22:12:32.42104
535d969d-af08-4623-9205-0860b28d8fd5,99f9a6b3-8b92-477a-9f71-e349a1966b2f,30,3,false,2024-09-10 00:00:00,2025-06-05 22:12:32.42104
66e4dd0e-f17e-451e-9781-be8faa4b74fb,99f9a6b3-8b92-477a-9f71-e349a1966b2f,30,4,false,2024-03-26 00:00:00,2025-06-05 22:12:32.42104
a7311dbe-6ffe-44f9-b0c6-d47bf98e3919,99f9a6b3-8b92-477a-9f71-e349a1966b2f,30,4,true,2025-02-27 00:00:00,2025-06-05 22:12:32.42104
b1f1e8ae-2eae-4e18-8349-eabc2765c1fe,99f9a6b3-8b92-477a-9f71-e349a1966b2f,30,1,true,2025-03-09 00:00:00,2025-06-05 22:12:32.42104
ed72cb04-30c2-4180-9d23-92c7c8726a21,99f9a6b3-8b92-477a-9f71-e349a1966b2f,30,8,false,2024-11-03 00:00:00,2025-06-05 22:12:32.42104
250ba897-0966-4c93-8f76-7c5a20e09839,99f9a6b3-8b92-477a-9f71-e349a1966b2f,31,8,false,2024-07-12 00:00:00,2025-06-05 22:12:32.42104
26523ebd-ab18-4a38-a619-c7458951b73e,99f9a6b3-8b92-477a-9f71-e349a1966b2f,31,6,true,2024-11-19 00:00:00,2025-06-05 22:12:32.42104
d3586ea9-ef1c-48fd-811f-543b0f9f6f05,99f9a6b3-8b92-477a-9f71-e349a1966b2f,31,6,false,2024-06-03 00:00:00,2025-06-05 22:12:32.42104
a14b64b0-f47c-482d-8b1b-b278cc015637,99f9a6b3-8b92-477a-9f71-e349a1966b2f,32,5,false,2024-07-17 00:00:00,2025-06-05 22:12:32.42104
cf7c55b2-04f1-4598-a20b-8f140ab67e08,99f9a6b3-8b92-477a-9f71-e349a1966b2f,32,5,false,2024-12-09 00:00:00,2025-06-05 22:12:32.42104
e2e69a82-f05c-460f-abf7-7f17113150fb,99f9a6b3-8b92-477a-9f71-e349a1966b2f,33,7,false,2024-01-08 00:00:00,2025-06-05 22:12:32.42104
52ab8445-6dd6-4d51-b2d0-7e67763956a3,99f9a6b3-8b92-477a-9f71-e349a1966b2f,33,5,false,2024-06-18 00:00:00,2025-06-05 22:12:32.42104
482c8cb0-ef8f-41b2-9cf0-290651aa257a,99f9a6b3-8b92-477a-9f71-e349a1966b2f,33,6,false,2024-05-08 00:00:00,2025-06-05 22:12:32.42104
991d9764-3a50-4a01-b87c-60010775525f,99f9a6b3-8b92-477a-9f71-e349a1966b2f,33,3,true,2024-10-01 00:00:00,2025-06-05 22:12:32.42104
0396ce08-b926-4201-bf04-ed12910537a8,d4ac0185-dcdd-486d-b91a-a2e7f5d5b26a,34,7,true,2024-01-18 00:00:00,2025-06-05 22:12:32.42104
e19227dd-2f57-4353-8b66-4927979b7044,d4ac0185-dcdd-486d-b91a-a2e7f5d5b26a,34,5,false,2025-02-20 00:00:00,2025-06-05 22:12:32.42104
838923ed-faba-480d-8e7e-0346610bb5dc,d4ac0185-dcdd-486d-b91a-a2e7f5d5b26a,34,1,false,2024-10-05 00:00:00,2025-06-05 22:12:32.42104
10929dba-fafd-4503-8429-f522225c89c3,d4ac0185-dcdd-486d-b91a-a2e7f5d5b26a,35,3,false,2024-12-31 00:00:00,2025-06-05 22:12:32.42104
7e84b599-9835-4211-b2d0-2143fcbc7b37,d4ac0185-dcdd-486d-b91a-a2e7f5d5b26a,35,3,true,2025-04-12 00:00:00,2025-06-05 22:12:32.42104
45b4f3dc-5b24-4fa6-af1c-d674e78a4f4c,d4ac0185-dcdd-486d-b91a-a2e7f5d5b26a,35,3,true,2024-03-13 00:00:00,2025-06-05 22:12:32.42104
d98f6c65-1609-4588-85ac-7a893617efbc,d4ac0185-dcdd-486d-b91a-a2e7f5d5b26a,36,7,true,2024-04-21 00:00:00,2025-06-05 22:12:32.42104
2f81158a-0bc5-4c5c-9394-264727688bd5,d4ac0185-dcdd-486d-b91a-a2e7f5d5b26a,36,2,true,2025-03-13 00:00:00,2025-06-05 22:12:32.42104
f2280530-d0f4-4c86-a540-7302c1f031ea,d4ac0185-dcdd-486d-b91a-a2e7f5d5b26a,36,7,false,2024-11-09 00:00:00,2025-06-05 22:12:32.42104
aa394034-6eaf-4a37-bb04-18e16df605fb,d4ac0185-dcdd-486d-b91a-a2e7f5d5b26a,36,7,false,2024-05-18 00:00:00,2025-06-05 22:12:32.42104
abf5025e-f5d4-4ba3-8670-30f67599f5a3,d4ac0185-dcdd-486d-b91a-a2e7f5d5b26a,36,7,true,2024-04-08 00:00:00,2025-06-05 22:12:32.42104
d5e6b91a-58dd-4255-be88-88e5f96ee50d,d4ac0185-dcdd-486d-b91a-a2e7f5d5b26a,37,7,false,2024-03-12 00:00:00,2025-06-05 22:12:32.42104
5eb2c6df-bc85-4612-91a1-071a5a184301,d4ac0185-dcdd-486d-b91a-a2e7f5d5b26a,37,4,false,2024-02-19 00:00:00,2025-06-05 22:12:32.42104
f0f94596-ec63-4d63-a510-530cddb1c143,d4ac0185-dcdd-486d-b91a-a2e7f5d5b26a,37,3,false,2024-01-09 00:00:00,2025-06-05 22:12:32.42104
743a4468-c03b-4c0d-a3e6-a780d0ffc620,d4ac0185-dcdd-486d-b91a-a2e7f5d5b26a,37,8,false,2024-12-21 00:00:00,2025-06-05 22:12:32.42104
0eef80b5-9c00-4036-a995-ac59e756fb1d,d4ac0185-dcdd-486d-b91a-a2e7f5d5b26a,37,1,false,2024-04-28 00:00:00,2025-06-05 22:12:32.42104
f4ea26e4-5953-4b32-a978-bb4b54834486,d4ac0185-dcdd-486d-b91a-a2e7f5d5b26a,38,8,false,2024-06-10 00:00:00,2025-06-05 22:12:32.42104
f5b812a8-5e13-47f3-8de4-690d9afcf54f,d4ac0185-dcdd-486d-b91a-a2e7f5d5b26a,38,7,true,2024-05-02 00:00:00,2025-06-05 22:12:32.42104
694c7c52-dc19-42c5-aeab-6c2175560034,d4ac0185-dcdd-486d-b91a-a2e7f5d5b26a,38,7,true,2024-06-02 00:00:00,2025-06-05 22:12:32.42104
