id,plug_id,room_id,device_id,start_time,end_time,created_at,updated_at
12,d1a1017a-9143-49c8-a367-7e8ecfcac2af,1,6,2025-09-20 00:00:00,2025-09-20 12:00:00,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
13,d551ee6d-4353-4bc1-8a92-fa99f3d62498,2,7,2025-09-16 00:00:00,2025-09-16 05:00:00,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
14,d551ee6d-4353-4bc1-8a92-fa99f3d62498,2,7,2025-01-30 00:00:00,2025-01-30 08:00:00,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
15,e358aca3-f764-474e-9c8b-e6e1d189b3ef,2,6,2025-09-06 00:00:00,2025-09-06 04:00:00,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
16,e358aca3-f764-474e-9c8b-e6e1d189b3ef,2,6,2025-07-19 00:00:00,2025-07-19 05:00:00,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
17,27375e32-63bc-4e62-be70-d1a289276251,2,7,2025-04-13 00:00:00,2025-04-13 05:00:00,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
18,27375e32-63bc-4e62-be70-d1a289276251,2,7,2025-09-11 00:00:00,2025-09-11 04:00:00,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
19,f1f9ef4b-b00a-4177-83dd-158d1fc46e7d,2,7,2025-04-23 00:00:00,2025-04-23 01:00:00,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
20,f1f9ef4b-b00a-4177-83dd-158d1fc46e7d,2,7,2025-09-16 00:00:00,2025-09-16 04:00:00,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
21,7f430d85-214e-4ecf-a6e6-f9ba4660f638,2,4,2025-09-25 00:00:00,2025-09-25 12:00:00,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
22,7f430d85-214e-4ecf-a6e6-f9ba4660f638,2,4,2025-08-01 00:00:00,2025-08-01 04:00:00,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
23,637be38c-e077-4c98-9217-7d0513a4fd11,3,3,2025-06-05 00:00:00,2025-06-05 04:00:00,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
24,637be38c-e077-4c98-9217-7d0513a4fd11,3,3,2025-10-05 00:00:00,2025-10-05 09:00:00,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
25,4b017775-2c79-4202-85a1-d0347b7112dc,3,5,2025-10-10 00:00:00,2025-10-10 02:00:00,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
26,4b017775-2c79-4202-85a1-d0347b7112dc,3,5,2025-07-10 00:00:00,2025-07-10 12:00:00,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
27,5d9e5ebe-386a-4243-90b4-5ed201407c2d,3,4,2025-03-26 00:00:00,2025-03-26 05:00:00,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
28,5d9e5ebe-386a-4243-90b4-5ed201407c2d,3,4,2025-09-09 00:00:00,2025-09-09 06:00:00,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
29,c40b3d4a-f77f-4f1c-bf23-43d33fdb86e3,3,3,2025-07-19 00:00:00,2025-07-19 03:00:00,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
30,c40b3d4a-f77f-4f1c-bf23-43d33fdb86e3,3,3,2025-02-12 00:00:00,2025-02-12 08:00:00,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
31,a259fbde-5dbf-40e9-a47e-8e22288461c5,3,7,2025-05-18 00:00:00,2025-05-18 05:00:00,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
32,a259fbde-5dbf-40e9-a47e-8e22288461c5,3,7,2025-08-12 00:00:00,2025-08-12 06:00:00,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
33,9ddd0215-4abc-41bf-801d-c4a462cb3a23,3,6,2025-08-27 00:00:00,2025-08-27 12:00:00,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
34,9ddd0215-4abc-41bf-801d-c4a462cb3a23,3,6,2025-08-13 00:00:00,2025-08-13 10:00:00,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
35,27b3d7b4-893e-4540-812f-412541d213c5,4,5,2025-10-14 00:00:00,2025-10-14 04:00:00,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
36,27b3d7b4-893e-4540-812f-412541d213c5,4,5,2025-07-26 00:00:00,2025-07-26 05:00:00,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
37,8f271500-be2d-4c72-89fd-1f3281b28442,4,4,2025-02-16 00:00:00,2025-02-16 02:00:00,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
38,8f271500-be2d-4c72-89fd-1f3281b28442,4,4,2025-02-25 00:00:00,2025-02-25 09:00:00,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
39,b2a72ceb-9114-433e-ab3b-b99f7f02dbb0,4,8,2025-06-11 00:00:00,2025-06-11 06:00:00,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
40,b2a72ceb-9114-433e-ab3b-b99f7f02dbb0,4,8,2025-01-29 00:00:00,2025-01-29 05:00:00,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
41,fbd21df2-e04f-4e6d-8b2e-85a38b7b244d,4,7,2025-06-10 00:00:00,2025-06-10 01:00:00,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
42,fbd21df2-e04f-4e6d-8b2e-85a38b7b244d,4,7,2025-02-04 00:00:00,2025-02-04 09:00:00,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
43,1ca2dfee-a7c1-4f77-bfad-3edd699aba6b,4,8,2025-06-13 00:00:00,2025-06-13 09:00:00,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
44,1ca2dfee-a7c1-4f77-bfad-3edd699aba6b,4,8,2025-01-02 00:00:00,2025-01-02 08:00:00,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
45,abb6d541-1ba1-4781-b494-a2dfd4c2a82e,4,1,2025-01-08 00:00:00,2025-01-08 06:00:00,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
46,abb6d541-1ba1-4781-b494-a2dfd4c2a82e,4,1,2025-09-15 00:00:00,2025-09-15 11:00:00,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
47,6a12e600-3e78-4202-a06f-f396ba4cd721,5,8,2025-07-19 00:00:00,2025-07-19 04:00:00,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
48,6a12e600-3e78-4202-a06f-f396ba4cd721,5,8,2025-06-10 00:00:00,2025-06-10 05:00:00,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
49,aa6f1eef-1448-4f0c-a375-72e7b1b54e77,5,4,2025-06-18 00:00:00,2025-06-18 06:00:00,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
50,aa6f1eef-1448-4f0c-a375-72e7b1b54e77,5,4,2025-09-11 00:00:00,2025-09-11 04:00:00,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
51,fa925fbf-2efd-454c-b8e7-acf7c5bdd26b,6,5,2025-07-29 00:00:00,2025-07-29 07:00:00,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
52,fa925fbf-2efd-454c-b8e7-acf7c5bdd26b,6,5,2025-09-11 00:00:00,2025-09-11 03:00:00,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
53,eeff7b04-f011-4b0e-83d3-e6dc724d61bc,6,1,2025-10-23 00:00:00,2025-10-23 11:00:00,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
54,eeff7b04-f011-4b0e-83d3-e6dc724d61bc,6,1,2025-04-20 00:00:00,2025-04-20 06:00:00,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
55,4e0ea967-048f-4da7-8160-7bc1d640f610,7,3,2025-02-01 00:00:00,2025-02-01 02:00:00,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
56,4e0ea967-048f-4da7-8160-7bc1d640f610,7,3,2025-09-23 00:00:00,2025-09-23 10:00:00,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
57,5cb804d1-5a16-493f-8e47-43512401ee3e,7,2,2025-09-24 00:00:00,2025-09-24 10:00:00,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
58,5cb804d1-5a16-493f-8e47-43512401ee3e,7,2,2025-07-15 00:00:00,2025-07-15 04:00:00,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
59,5afbba33-043b-4915-bc79-5f4ec763fff6,7,1,2025-10-26 00:00:00,2025-10-26 01:00:00,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
60,5afbba33-043b-4915-bc79-5f4ec763fff6,7,1,2025-04-28 00:00:00,2025-04-28 09:00:00,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
61,3e8a5faa-61ec-4ba2-bbdc-4672eda4a6e3,7,8,2025-10-28 00:00:00,2025-10-28 01:00:00,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
62,3e8a5faa-61ec-4ba2-bbdc-4672eda4a6e3,7,8,2025-03-23 00:00:00,2025-03-23 03:00:00,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
63,81ef2b89-5bae-42ea-9b4b-32d2c3f97f7d,7,2,2025-04-06 00:00:00,2025-04-06 02:00:00,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
64,81ef2b89-5bae-42ea-9b4b-32d2c3f97f7d,7,2,2025-09-06 00:00:00,2025-09-06 06:00:00,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
65,6192dcfa-e1e1-41d2-8390-16289f6358f4,8,2,2025-05-27 00:00:00,2025-05-27 02:00:00,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
66,6192dcfa-e1e1-41d2-8390-16289f6358f4,8,2,2025-03-22 00:00:00,2025-03-22 02:00:00,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
67,474f3956-dc38-457d-ac35-fd7a12ffa8e1,8,5,2025-02-26 00:00:00,2025-02-26 12:00:00,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
68,474f3956-dc38-457d-ac35-fd7a12ffa8e1,8,5,2025-04-17 00:00:00,2025-04-17 04:00:00,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
69,299b0716-b9ee-4787-9d66-d78f594d93ef,8,5,2025-06-18 00:00:00,2025-06-18 01:00:00,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
70,299b0716-b9ee-4787-9d66-d78f594d93ef,8,5,2025-05-04 00:00:00,2025-05-04 03:00:00,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
71,17099080-d417-4be0-bd2e-a2b94029837f,8,1,2025-06-11 00:00:00,2025-06-11 03:00:00,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
72,17099080-d417-4be0-bd2e-a2b94029837f,8,1,2025-10-03 00:00:00,2025-10-03 08:00:00,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
73,3a00b020-453a-4269-9f3d-314d5928fc5c,8,1,2025-06-01 00:00:00,2025-06-01 04:00:00,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
74,3a00b020-453a-4269-9f3d-314d5928fc5c,8,1,2025-05-06 00:00:00,2025-05-06 11:00:00,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
75,b7a0204d-734a-489e-8ee4-4332d2dead91,9,2,2025-02-13 00:00:00,2025-02-13 05:00:00,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
76,b7a0204d-734a-489e-8ee4-4332d2dead91,9,2,2025-06-11 00:00:00,2025-06-11 06:00:00,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
77,2d6a7330-2b30-4124-be4b-297386154245,9,7,2025-04-27 00:00:00,2025-04-27 10:00:00,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
78,2d6a7330-2b30-4124-be4b-297386154245,9,7,2025-06-08 00:00:00,2025-06-08 10:00:00,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
79,e1b0103f-53a4-4d8d-9596-e6eb39e9a551,9,2,2025-10-21 00:00:00,2025-10-21 02:00:00,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
80,e1b0103f-53a4-4d8d-9596-e6eb39e9a551,9,2,2025-03-16 00:00:00,2025-03-16 05:00:00,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
81,94a5b303-ab57-42b4-9a9d-6d4b894c4293,10,2,2025-03-15 00:00:00,2025-03-15 05:00:00,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
82,94a5b303-ab57-42b4-9a9d-6d4b894c4293,10,2,2025-06-28 00:00:00,2025-06-28 02:00:00,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
83,9cf5e8a3-c45f-48aa-835c-a577e7110665,10,6,2025-10-06 00:00:00,2025-10-06 10:00:00,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
84,9cf5e8a3-c45f-48aa-835c-a577e7110665,10,6,2025-02-06 00:00:00,2025-02-06 07:00:00,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
85,7f5bca59-8577-4dc0-b670-70a33c630474,10,5,2025-02-07 00:00:00,2025-02-07 11:00:00,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
86,7f5bca59-8577-4dc0-b670-70a33c630474,10,5,2025-04-13 00:00:00,2025-04-13 04:00:00,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
87,481f0f04-a6f2-44cc-b4db-35dae05d04e6,10,5,2025-03-05 00:00:00,2025-03-05 07:00:00,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
88,481f0f04-a6f2-44cc-b4db-35dae05d04e6,10,5,2025-04-10 00:00:00,2025-04-10 09:00:00,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
89,ac9ccaa3-8aa7-41c4-9f83-dd2a0a6f9a50,10,3,2025-01-30 00:00:00,2025-01-30 02:00:00,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
90,ac9ccaa3-8aa7-41c4-9f83-dd2a0a6f9a50,10,3,2025-05-09 00:00:00,2025-05-09 10:00:00,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
91,71ebb0cb-ee19-46d5-8698-8fbf70dfa9a2,10,3,2025-01-14 00:00:00,2025-01-14 11:00:00,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
92,71ebb0cb-ee19-46d5-8698-8fbf70dfa9a2,10,3,2025-02-13 00:00:00,2025-02-13 11:00:00,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
93,4c83670b-4843-4ca0-a5bb-a24d64feedb6,11,7,2025-05-23 00:00:00,2025-05-23 10:00:00,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
94,4c83670b-4843-4ca0-a5bb-a24d64feedb6,11,7,2025-02-16 00:00:00,2025-02-16 12:00:00,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
95,0cbf70f9-17a6-46a3-9f1a-7c225ed90841,11,5,2025-01-05 00:00:00,2025-01-05 01:00:00,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
96,0cbf70f9-17a6-46a3-9f1a-7c225ed90841,11,5,2025-05-09 00:00:00,2025-05-09 02:00:00,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
97,3ddd7a11-dc8e-496f-85d4-6c3d1b46a9da,11,1,2025-07-12 00:00:00,2025-07-12 12:00:00,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
98,3ddd7a11-dc8e-496f-85d4-6c3d1b46a9da,11,1,2025-06-11 00:00:00,2025-06-11 03:00:00,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
99,829bc14f-df0a-425f-b2c7-84b18752a12f,11,4,2025-10-10 00:00:00,2025-10-10 10:00:00,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
100,829bc14f-df0a-425f-b2c7-84b18752a12f,11,4,2025-02-16 00:00:00,2025-02-16 05:00:00,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
101,6b883744-3c28-4f47-abe0-267e78f77604,12,7,2025-06-26 00:00:00,2025-06-26 07:00:00,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
102,6b883744-3c28-4f47-abe0-267e78f77604,12,7,2025-07-22 00:00:00,2025-07-22 05:00:00,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
103,0921dfd1-dd08-4655-9ea6-d1d0649fee83,12,6,2025-07-01 00:00:00,2025-07-01 12:00:00,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
104,0921dfd1-dd08-4655-9ea6-d1d0649fee83,12,6,2025-05-16 00:00:00,2025-05-16 06:00:00,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
105,0bab12be-9f00-4c84-a96f-019737775e8c,12,1,2025-08-09 00:00:00,2025-08-09 07:00:00,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
106,0bab12be-9f00-4c84-a96f-019737775e8c,12,1,2025-03-24 00:00:00,2025-03-24 12:00:00,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
107,54cead95-97a8-4ad8-83fd-bc46b0b1f133,12,5,2025-10-24 00:00:00,2025-10-24 09:00:00,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
108,54cead95-97a8-4ad8-83fd-bc46b0b1f133,12,5,2025-08-20 00:00:00,2025-08-20 02:00:00,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
109,fce0d3dd-13c4-4c0e-a709-39b95d322635,13,7,2025-06-24 00:00:00,2025-06-24 01:00:00,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
110,fce0d3dd-13c4-4c0e-a709-39b95d322635,13,7,2025-06-10 00:00:00,2025-06-10 11:00:00,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
111,69158eba-698f-43ba-9088-b4aa74dd0158,13,2,2025-09-04 00:00:00,2025-09-04 01:00:00,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
112,69158eba-698f-43ba-9088-b4aa74dd0158,13,2,2025-06-23 00:00:00,2025-06-23 09:00:00,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
113,807a9696-7ca9-4d09-a1e0-ecd058c39e26,13,3,2025-10-09 00:00:00,2025-10-09 09:00:00,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
114,807a9696-7ca9-4d09-a1e0-ecd058c39e26,13,3,2025-09-30 00:00:00,2025-09-30 03:00:00,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
115,5f9f3306-8617-4eaa-96a2-95a8ea638ed4,14,6,2025-01-03 00:00:00,2025-01-03 10:00:00,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
116,5f9f3306-8617-4eaa-96a2-95a8ea638ed4,14,6,2025-07-31 00:00:00,2025-07-31 02:00:00,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
117,1433e9d6-0ff8-4425-a4a8-1829f52eed66,14,2,2025-09-06 00:00:00,2025-09-06 01:00:00,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
118,1433e9d6-0ff8-4425-a4a8-1829f52eed66,14,2,2025-03-01 00:00:00,2025-03-01 04:00:00,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
119,08b13cc8-8b93-45e9-9323-d1337321bb09,15,5,2025-03-20 00:00:00,2025-03-20 01:00:00,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
120,08b13cc8-8b93-45e9-9323-d1337321bb09,15,5,2025-07-09 00:00:00,2025-07-09 12:00:00,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
121,2fcae2bb-7c84-4c29-8a0f-b2f606f44a18,15,6,2025-03-27 00:00:00,2025-03-27 03:00:00,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
122,2fcae2bb-7c84-4c29-8a0f-b2f606f44a18,15,6,2025-07-11 00:00:00,2025-07-11 04:00:00,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
123,0389582d-f3ae-4494-9925-c27fb7be237e,15,4,2025-02-26 00:00:00,2025-02-26 09:00:00,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
124,0389582d-f3ae-4494-9925-c27fb7be237e,15,4,2025-08-17 00:00:00,2025-08-17 06:00:00,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
125,97a2e073-6253-459f-a309-3a25f3e63f42,15,1,2025-05-19 00:00:00,2025-05-19 10:00:00,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
126,97a2e073-6253-459f-a309-3a25f3e63f42,15,1,2025-02-14 00:00:00,2025-02-14 01:00:00,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
127,6bb0f31d-f365-4cb3-b3b2-b56150c6c502,16,8,2025-10-24 00:00:00,2025-10-24 06:00:00,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
128,6bb0f31d-f365-4cb3-b3b2-b56150c6c502,16,8,2025-06-14 00:00:00,2025-06-14 10:00:00,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
129,791b9738-7357-4a99-b998-f5a255b80ebb,16,6,2025-05-27 00:00:00,2025-05-27 07:00:00,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
130,791b9738-7357-4a99-b998-f5a255b80ebb,16,6,2025-02-05 00:00:00,2025-02-05 02:00:00,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
131,95c7e05e-8bcb-4ae4-b691-cdb36b5b6024,16,4,2025-03-05 00:00:00,2025-03-05 08:00:00,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
132,95c7e05e-8bcb-4ae4-b691-cdb36b5b6024,16,4,2025-01-14 00:00:00,2025-01-14 10:00:00,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
133,accb4b57-23fb-4c7c-9352-e6e769950824,16,6,2025-05-08 00:00:00,2025-05-08 10:00:00,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
134,accb4b57-23fb-4c7c-9352-e6e769950824,16,6,2025-02-17 00:00:00,2025-02-17 05:00:00,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
135,be81ed28-7616-412e-b1b2-c03ada9b8549,17,6,2025-02-17 00:00:00,2025-02-17 03:00:00,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
136,be81ed28-7616-412e-b1b2-c03ada9b8549,17,6,2025-10-07 00:00:00,2025-10-07 03:00:00,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
137,14d031b7-c59a-454b-8998-94bea472981c,17,3,2025-10-10 00:00:00,2025-10-10 03:00:00,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
138,14d031b7-c59a-454b-8998-94bea472981c,17,3,2025-07-03 00:00:00,2025-07-03 11:00:00,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
139,7e2cf2ac-8161-4beb-bb7e-29f329aaccfc,17,7,2025-09-17 00:00:00,2025-09-17 08:00:00,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
140,7e2cf2ac-8161-4beb-bb7e-29f329aaccfc,17,7,2025-03-29 00:00:00,2025-03-29 05:00:00,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
141,6a311c21-9349-4f8c-96e6-4d75377a20d4,18,6,2025-02-11 00:00:00,2025-02-11 05:00:00,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
142,6a311c21-9349-4f8c-96e6-4d75377a20d4,18,6,2025-08-16 00:00:00,2025-08-16 04:00:00,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
143,e1f0cbb2-a721-42af-964d-09ddd628db78,18,5,2025-08-14 00:00:00,2025-08-14 03:00:00,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
144,e1f0cbb2-a721-42af-964d-09ddd628db78,18,5,2025-02-07 00:00:00,2025-02-07 03:00:00,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
145,629476ba-1028-4173-a472-5a78fb0ec1b3,18,1,2025-02-11 00:00:00,2025-02-11 03:00:00,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
146,629476ba-1028-4173-a472-5a78fb0ec1b3,18,1,2025-06-27 00:00:00,2025-06-27 11:00:00,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
147,05a55ef3-723c-44f0-bae0-c98874ea11b3,19,3,2025-10-07 00:00:00,2025-10-07 12:00:00,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
148,05a55ef3-723c-44f0-bae0-c98874ea11b3,19,3,2025-03-11 00:00:00,2025-03-11 05:00:00,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
149,255abd72-8d4c-4bb6-8816-1ae04d29106e,19,4,2025-05-08 00:00:00,2025-05-08 06:00:00,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
150,255abd72-8d4c-4bb6-8816-1ae04d29106e,19,4,2025-01-14 00:00:00,2025-01-14 08:00:00,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
151,0225ef13-9fec-464e-b46b-bed92a58d7e8,19,4,2025-10-13 00:00:00,2025-10-13 03:00:00,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
152,0225ef13-9fec-464e-b46b-bed92a58d7e8,19,4,2025-06-07 00:00:00,2025-06-07 07:00:00,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
